business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes.ByAppointmentOnly,attributes.BusinessAcceptsCreditCards,attributes.BikeParking,attributes.RestaurantsPriceRange2,attributes.CoatCheck,attributes.RestaurantsTakeOut,attributes.RestaurantsDelivery,attributes.Caters,attributes.WiFi,attributes.BusinessParking,attributes.WheelchairAccessible,attributes.HappyHour,attributes.OutdoorSeating,attributes.HasTV,attributes.RestaurantsReservations,attributes.DogsAllowed,attributes.Alcohol,attributes.GoodForKids,attributes.RestaurantsAttire,attributes.Ambience,attributes.RestaurantsTableService,attributes.RestaurantsGoodForGroups,attributes.DriveThru,attributes.NoiseLevel,attributes.GoodForMeal,attributes.BusinessAcceptsBitcoin,attributes.Smoking,attributes.Music,attributes.GoodForDancing,attributes.AcceptsInsurance,attributes.BestNights,attributes.BYOB,attributes.Corkage,attributes.BYOBCorkage,attributes.HairSpecializesIn,attributes.Open24Hours,attributes.RestaurantsCounterService,attributes.AgesAllowed,attributes.DietaryRestrictions,categories
EbG-jN4fJqf2QDfiPwxZvg,Santa Barbara Plumbing,,Santa Barbara,CA,93109,34.40412,-119.72557,4.5,11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plumbing, Home Services, Water Heater Installation/Repair, Contractors"
#NAME?,Downtown Waterfront Electric Shuttle,1020 Chapala St,Santa Barbara,CA,93101,34.42105,-119.70347,4,15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Public Transportation, Transportation, Hotels & Travel"
lGYGCBpJginMhNXGbgFvDg,Laguna Blanca School,4125 Paloma Dr,Santa Barbara,CA,93110,34.42362,-119.76288,5,7,1,NA,NA,NA,NA,NA,NA,NA,NA,u'free',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Education, Elementary Schools, Middle Schools & High Schools"
xhZAEmJBcgp_y1v4SNXFaw,Santana's Tailoring,117 W Mission St,Santa Barbara,CA,93101,34.42901,-119.71602,4,11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Local Services, Sewing & Alterations"
CoILk77I0S2x3w6qWRPqbQ,Santa Barbara Ghost Tours,836 Anacapa St,Santa Barbara,CA,93102,34.42173,-119.69879,5,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tours, Historical Tours, Walking Tours, Hotels & Travel"
JZrspVMm79n_iHTYftkI0g,La Tapatia Bakery,832 N Milpas St,Santa Barbara,CA,93103,34.43014,-119.68976,4,56,1,NA,TRUE,TRUE,1,NA,TRUE,FALSE,TRUE,u'free',{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False},NA,NA,FALSE,TRUE,FALSE,NA,u'none',TRUE,u'casual',{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False},NA,FALSE,NA,'average',{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False
pC3X0OUsy6jr5-1oC1MMFA,Stape Cycles,"224 Anacapa St, Ste 1A",Santa Barbara,CA,93101,34.41579,-119.69111,5,14,1,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sporting Goods, Bikes, Shopping, Local Services, Bike Repair/Maintenance, Bike Rentals, Active Life"
tftoSLMA9ZPaahuUjwaWXw,"Michael H Marshall, EA",,Santa Barbara,CA,93120,34.42,-119.7,4,8,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Payroll Services, Financial Services, Tax Services, Accountants, Professional Services"
a0WNzbnwUOwBtpiR7eE_Dg,"Nina Madavi, DDS, BDS","1515 State St, Ste 2",Santa Barbara,CA,93101,34.42639,-119.709,4,23,1,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Health & Medical, Periodontists, General Dentistry, Medical Centers, Cosmetic Dentists, Dentists"
qnYAS5YrS5Xt5LkRMEj4EA,Santa Barbara Carriage & Western Arts Museum,129 Castillo St,Santa Barbara,CA,93101,34.4089,-119.69767,4.5,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museums, Arts & Entertainment"
ZJ1rSNQ49v3nbG5qWgwojw,Mexican Fresh,"315 Meigs Rd, Ste F",Santa Barbara,CA,93109,34.401,-119.72258,3.5,46,0,NA,TRUE,TRUE,1,NA,TRUE,FALSE,TRUE,'no',{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},NA,TRUE,TRUE,FALSE,FALSE,NA,u'beer_and_wine',TRUE,u'casual',{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True},NA,TRUE,NA,u'average',NA,NA,NA,NA
3BA2eZhAlQn-cGqDP3EwpQ,Willow Springs Apartments,60 Willow Springs Lane,Goleta,CA,93117,34.43364,-119.85117,3.5,28,1,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home Services, Apartments, Real Estate, Property Management"
JwYRZ9ZWdGhjeSA2oGgm6w,Natalie Taylor Esthetician,"270 Storke Rd, Ste 20, Sol Spa Body & Skin Care",Goleta,CA,93117,34.42907,-119.86957,5,5,0,TRUE,TRUE,NA,2,NA,NA,NA,NA,NA,{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1ELQjj8JfYZQF2Z4fu5Jvw,Petco,3985 State St,Santa Barbara,CA,93105,34.4403,-119.7535,2.5,72,1,FALSE,TRUE,NA,NA,FALSE,FALSE,FALSE,FALSE,u'no',NA,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pet Stores, Pets, Pet Services, Pet Training, Pet Groomers"
knGrvkxCAoYsh2_oe1Hp9g,Barbra Mousouris,,Santa Barbara,CA,93110,34.50843,-119.73102,5,15,1,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Officiants, Event Planning & Services"
Y9Z5B9R5QJH2sRfqtYzRiA,National Car Rental,500 James Fowler Rd,Santa Barbara,CA,93117,34.42566,-119.83482,4.5,12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hotels & Travel, Car Rental"
3uWpH9JYfuHKFQQJ65bduQ,Time to Shine Window Washing,,Santa Barbara,CA,93190,34.42,-119.7,5,17,1,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home Staging, Real Estate, Gutter Services, Window Washing, Home Cleaning, Home Services, Pressure Washers"
lM-W3n0-xhG4hpDSxKaOAw,Radius Commercial Real Estate,"226 E De La Guerra St, Ste 100",Santa Barbara,CA,93101,34.42215,-119.69628,4.5,5,1,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Commercial Real Estate, Real Estate, Apartments, Real Estate Agents, Real Estate Services, Home Services"
RDjtVGc0c04ZIR6em1hCbQ,Nicky D's Wood fired Pizza,2840 De La Vina St,Santa Barbara,CA,93105,34.43762,-119.72623,4,117,0,NA,TRUE,TRUE,2,NA,TRUE,TRUE,TRUE,u'no',{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},TRUE,NA,FALSE,TRUE,FALSE,NA,u'beer_and_wine',TRUE,u'casual',{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True},NA,TRUE,NA,u'average',{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True
qx2YTFXfVDwQUfOeWCFfbw,Jersey Mike's Subs,3325 State St,Santa Barbara,CA,93105,34.43986,-119.73589,3,43,1,NA,TRUE,TRUE,1,NA,TRUE,TRUE,NA,NA,{'garage': False, 'street': None, 'validated': None, 'lot': None, 'valet': False},NA,NA,FALSE,TRUE,FALSE,NA,u'none',TRUE,'casual',{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False},NA,TRUE,FALSE,NA,{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False
Vm9M42DWtiNAmQfuZgjvag,The UPS Store,1072 Casitas Pass Rd,Carpinteria,CA,93013,34.39633,-119.51254,4,38,1,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Notaries, Shipping Centers, Couriers & Delivery Services, Mailbox Centers, Printing Services, Local Services"
4eoPq_OCJmworO9gw6ZcmA,SBNC: Eastside Family Dental Clinic,923 N Milpas St,Santa Barbara,CA,93103,34.43032,-119.69127,3.5,12,1,TRUE,TRUE,NA,NA,NA,NA,NA,NA,u'no',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dentists, General Dentistry, Cosmetic Dentists, Pediatric Dentists, Health & Medical"
X41kJ-jXXrk-hu73dCPgJA,Outrageous Photo Booths,930 Carpinteria St,Santa Barbara,CA,93103,34.42139,-119.67651,5,22,1,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Party & Event Planning, Arts & Entertainment, Party Equipment Rentals, Party Supplies, Videographers, Event Planning & Services, Photographers, Arcades, Wedding Planning, Photo Booth Rentals"
KMuVQ8E4VIhdjwDo5jPPcg,Montecito Confections,"1150 Coast Village Rd, Ste E",Montecito,CA,93108,34.42172,-119.64629,4.5,26,0,NA,TRUE,TRUE,2,NA,NA,NA,NA,NA,{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
#NAME?,Santa Barbara Center for Oral & Maxillofacial Surgery,9 E Pedregosa,Santa Barbara,CA,93101,34.43039,-119.71331,5,31,1,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Surgeons, Cosmetic Dentists, Health & Medical, Dentists, Doctors, Oral Surgeons"
TEFXe1XxjyC_0kahKRN5PQ,Kling Chiropractic Wellness Center,411 E Canon Perdido,Santa Barbara,CA,93101,34.42541,-119.69603,5,17,1,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Health & Medical, Chiropractors, Nutritionists"
ghIZBi-vTJofv_dG7Fjz0Q,E-Bikery,506 State St,Santa Barbara,CA,93101,34.41714,-119.69565,5,26,1,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False},TRUE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
qBTyG8JYYE8DWur0eBTYcw,La Cumbre Plaza,121 S Hope Ave,Santa Barbara,CA,93105,34.43806,-119.74805,3,27,1,NA,TRUE,TRUE,2,NA,TRUE,FALSE,NA,NA,{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
uOJpsExQwccuDA1eDxTEOQ,NLC Productions,,Santa Barbara,CA,,34.42083,-119.69819,5,7,1,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Event Planning & Services
pnY7nrqLoPprcsSfQl1wWg,Channel Islands Adventure Company,34 E Haley St,Santa Barbara,CA,93101,34.4177,-119.69436,4.5,36,1,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rafting/Kayaking, Active Life"
_hfpJfWPN_XxzJJqMz9MUg,Commercial Process Serving,209 E Anapamu St,Santa Barbara,CA,93101,34.42589,-119.70197,5,6,1,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Private Investigation, Couriers & Delivery Services, Professional Services, Public Services & Government, Process Servers, Notaries, Legal Services, Local Services, Courthouses"
HMTnTZmg--meLwCeqAyADw,Center For Womens Health Care,2329 Oak Park Ln,Santa Barbara,CA,93105,34.42895,-119.72548,2.5,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Health & Medical, Obstetricians & Gynecologists, Doctors"
TvBxBjed-iX6_22SwEYEFQ,Santa Barbara Wine Country Tours,32 E Haley St,Santa Barbara,CA,93101,34.41768,-119.69436,5,23,1,FALSE,NA,NA,NA,NA,NA,NA,NA,u'no',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wine Tours, Tours, Cupcakes, Food, Hotels & Travel"
vhWlxyLEWAbNOMtQ42yzFg,Norton's Pastrami & Deli,18 W Figueroa St,Santa Barbara,CA,93101,34.42199,-119.70382,4.5,492,1,NA,TRUE,TRUE,2,NA,TRUE,TRUE,FALSE,u'no',{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False},TRUE,NA,FALSE,FALSE,FALSE,FALSE,u'none',TRUE,'casual',{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True},FALSE,FALSE,NA,u'average',{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False
c_a38vt6v2tRq-VjdTZHZw,The Monarch,1295 Coast Village Rd,Santa Barbara,CA,93108,34.42143,-119.64053,4,53,0,NA,TRUE,TRUE,NA,NA,TRUE,FALSE,NA,NA,{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True},TRUE,NA,FALSE,FALSE,TRUE,FALSE,u'full_bar',TRUE,NA,{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False},TRUE,NA,NA,NA,{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False
I9vlN9yx13Hyrn1y4V50_w,Salon Olivier,2500 Lillie Ave,Summerland,CA,93067,34.41983,-119.59383,5,8,0,TRUE,TRUE,TRUE,3,NA,NA,NA,NA,NA,{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RX8w8SB5rrDY3-InDMT7Fw,Dimitar Tennis Academy,633 E Cabrillo Blvd,Santa Barbara,CA,93103,34.41626,-119.67972,4.5,11,1,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9JaoQxrPpDfQ_vbZFgSXIw,Neighbor Tim's BBQ,152 -E Aero Camino,Goleta,CA,93117,34.43277,-119.84828,4.5,16,0,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,u'no',{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False},TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,u'none',NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89UTItrZckA5ld9EQ8kFhg,Jnl Glass,618 E Guitierrez St,Santa Barbara,CA,93103,34.42257,-119.68661,4,16,1,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Door Sales/Installation, Windows Installation, Home Services, Glass & Mirrors"
XAPF-ZfpBNldL0kyqN1asQ,"Brett Gidney, MD FACC FHRS","504 W Pueblo St, Ste 101",Santa Barbara,CA,93105,34.42839,-119.72468,3.5,7,1,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Doctors, Cardiologists, Health & Medical"
Ng4PxR9WVdbnDGC50PbzwQ,Jersey Mike's Subs,7034 Market Place Dr,Goleta,CA,93117,34.42952,-119.87253,3,89,1,NA,TRUE,TRUE,1,NA,TRUE,TRUE,TRUE,'no',{'garage': False, 'street': None, 'validated': False, 'lot': True, 'valet': False},NA,NA,TRUE,TRUE,FALSE,NA,u'none',TRUE,u'casual',{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True},NA,TRUE,FALSE,'average',{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True
ANMHEMoZqxjn7qjaNmYIrg,Albertsons,2010 Cliff Dr,Santa Barbara,CA,93109,34.40248,-119.72368,3,16,0,NA,TRUE,TRUE,2,NA,NA,NA,NA,NA,{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZfiLIMdQ52TCTpDzJtkVw,Stevens & Associates Insurance Agency,3412 State St,Santa Barbara,CA,93105,34.44067,-119.73715,4,17,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Health Insurance Offices, Health & Medical, Financial Services, Insurance"
wFNDV56dxETK8lpJKdCbCQ,Chino's Rock & Tacos,6530 Pardall Rd,Isla Vista,CA,93117,34.41331,-119.85478,3,22,0,NA,TRUE,NA,1,NA,TRUE,FALSE,FALSE,u'no',{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False},NA,TRUE,TRUE,TRUE,FALSE,NA,u'beer_and_wine',TRUE,u'casual',{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True},NA,TRUE,NA,u'average',NA,NA,NA,NA
WhxxoXuBOKEUYxph08mscg,Verizon Authorized Retailer - Cellular Sales,"7050 Hollister Ave, Ste 103",Goleta,CA,93117,34.43013,-119.87673,2.5,43,1,NA,TRUE,TRUE,3,NA,None,None,NA,NA,None,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mobile Phones, Telecommunications, Shopping, Mobile Phone Accessories, IT Services & Computer Repair, Electronics, Local Services"
noiUCN8A9Vdm9pUbWX6K-w,Tydes Restaurant,1260 Channel Dr,Santa Barbara,CA,93108,34.41746,-119.64254,4,56,1,NA,TRUE,TRUE,3,NA,FALSE,FALSE,FALSE,u'free',{'garage': False, 'street': True, 'validated': True, 'lot': False, 'valet': True},TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,'full_bar',TRUE,'dressy',{'touristy': False, 'hipster': False, 'romantic': None, 'divey': False, 'intimate': None, 'trendy': False, 'upscale': True, 'classy': False, 'casual': None},TRUE,TRUE,NA,'average',{'dessert': None, 'latenight': None, 'lunch': None, 'dinner': True
j1_nIeHKYuCZ05_Y1XEqSw,Beachside Taxi,310 S Canada St,Santa Barbara,CA,93103,34.42258,-119.67038,2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Airport Shuttles, Limos, Transportation, Taxis, Hotels & Travel"
Qki5LF9vIN7KPM3gn2WkJQ,On The Alley - Goleta,7038 Market Pl Dr,Goleta,CA,93117,34.42979,-119.87261,4,232,1,NA,TRUE,TRUE,2,NA,TRUE,TRUE,FALSE,u'free',{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False},TRUE,NA,TRUE,TRUE,FALSE,TRUE,u'beer_and_wine',TRUE,'casual',{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True},FALSE,TRUE,None,u'average',{'dessert': None, 'latenight': False, 'lunch': True, 'dinner': True
QG4jlv3gK9MNgUwp4lXmzg,Cate Summer Institute,1960 Cate Mesa Rd,Carpinteria,CA,93013,34.40502,-119.47728,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Education, Middle Schools & High Schools, Summer Camps, Active Life"
gDEKNNEIPagCyRb04HdO_Q,Rashti Women's Care,314 W Junipero St,Santa Barbara,CA,93105,34.43112,-119.72385,4,40,1,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Doctors, Obstetricians & Gynecologists, Health & Medical"
QSFlM9BRZmWnHoOyhgrDsg,Ag璋﹑e Films,,Santa Barbara,CA,93101,34.42033,-119.71075,5,26,1,NA,TRUE,NA,NA,NA,NA,NA,NA,u'no',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Event Planning & Services, Videographers, Video/Film Production, Professional Services"
PHSda9zEwtFicCICD6TP1A,Luna Grill,"3925 State St, Unit A",Santa Barbara,CA,93105,34.44015,-119.75237,4,225,1,NA,TRUE,TRUE,2,NA,TRUE,TRUE,TRUE,u'free',{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,u'none',TRUE,'casual',{'touristy': False, 'hipster': None, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': True},FALSE,TRUE,NA,u'average',{'dessert': None, 'latenight': False, 'lunch': True, 'dinner': True
Pjurvl_qc3IEMxW38Kj3tg,Tiburon Tavern,3116 State St,Santa Barbara,CA,93190,34.44059,-119.73176,4,46,1,NA,TRUE,TRUE,1,NA,NA,NA,NA,'no',{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False},NA,NA,FALSE,TRUE,FALSE,NA,'full_bar',NA,NA,{'touristy': False, 'hipster': False, 'romantic': False, 'divey': True, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True},NA,TRUE,NA,u'average',NA,NA,NA,{'dj': False
qo1skGbgDfQN3UItla2YLw,Santa Barbara Museum of Natural History,2559 Puesta Del Sol,Santa Barbara,CA,93105,34.44091,-119.71446,4,119,1,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,u'no',{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},TRUE,NA,NA,NA,NA,FALSE,NA,TRUE,u'casual',NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KdNQZQaMd4rKjNphqGHX6A,Kahuna Grill,7010 Market Pl Dr,Goleta,CA,93117,34.42946,-119.87204,4,191,0,FALSE,TRUE,TRUE,1,NA,TRUE,None,FALSE,u'no',{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},NA,NA,TRUE,TRUE,FALSE,NA,u'beer_and_wine',TRUE,'casual',{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True},NA,TRUE,FALSE,u'average',{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False
