"","RestaurantsPriceRange2","BikeParking","RestaurantsTakeOut","WiFi","RestaurantsDelivery","GoodForKids","OutdoorSeating","HasTV","RestaurantsReservations","RestaurantsGoodForGroups","Caters","WheelchairAccessible","RestaurantsTableService","DogsAllowed","HappyHour","DriveThru","BYOB","BYOBCorkage","is_open"
"326",2,"False","True","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False",1
"327",2,"True","False","False","False","False","False","False","True","True","False","False","True","False","True","False","False","False",1
"328",0,"False","True","False","True","False","False","False","False","False","False","False","False","False","True","False","False","False",1
"329",1,"False","True","False","False","True","False","True","False","False","False","False","False","False","False","False","False","False",1
"330",1,"False","True","free","True","True","False","True","False","True","False","False","False","False","False","False","False","False",0
"331",2,"True","True","free","True","True","False","True","True","True","True","False","True","False","False","False","False","False",1
"332",2,"False","True","False","True","True","False","False","False","True","False","False","False","False","False","False","False","False",0
"333",2,"False","True","False","True","True","False","True","True","True","True","False","True","False","True","False","False","False",1
"334",1,"True","True","False","True","True","False","False","False","True","True","False","False","False","False","False","False","False",1
"335",1,"False","True","False","True","True","False","True","False","False","True","False","False","False","False","False","False","False",1
"336",1,"True","True","False","True","True","True","False","False","False","False","False","False","False","False","False","False","False",1
"337",1,"True","True","False","True","True","False","True","False","False","False","False","False","False","False","False","False","False",1
"338",0,"True","True","free","True","False","False","True","True","False","False","True","False","False","False","False","False","False",1
"339",1,"False","True","False","True","True","False","True","False","True","False","False","False","False","False","False","False","False",1
"340",2,"True","True","False","True","True","False","False","False","True","False","False","False","False","False","False","False","False",1
"341",1,"True","True","False","False","True","False","True","False","False","False","False","False","False","False","False","False","False",1
"342",2,"False","True","paid","True","True","False","False","True","False","True","False","False","False","False","False","False","False",1
"343",1,"True","True","free","True","True","False","True","False","True","True","False","True","False","False","False","False","False",1
"344",1,"True","True","False","False","True","False","True","False","True","True","False","False","False","False","False","False","False",1
"345",1,"True","True","False","True","True","False","True","False","False","True","False","False","False","False","False","False","False",1
"346",2,"True","True","free","True","True","False","True","True","True","False","False","False","False","False","False","False","False",1
"347",2,"False","True","free","True","True","True","True","True","True","True","True","True","False","True","False","True","False",1
"348",0,"False","True","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False",1
"349",0,"False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False",0
"350",1,"True","True","free","False","True","False","True","True","True","False","False","False","False","False","False","False","False",1
"351",1,"True","True","free","True","True","True","True","False","True","True","False","False","False","False","True","False","False",1
"352",1,"True","True","False","False","True","False","True","False","True","False","False","False","False","False","False","False","False",1
"353",2,"True","True","False","True","True","False","True","False","True","True","True","True","False","False","False","False","False",1
"354",2,"True","True","False","True","True","False","False","False","True","False","True","False","False","False","False","False","False",1
"355",2,"True","False","free","True","True","False","False","True","True","True","False","False","False","False","False","False","False",1
"356",2,"False","True","False","True","True","False","False","True","True","False","True","True","False","False","False","False","False",1
"357",2,"False","True","False","True","True","False","True","False","False","False","False","False","False","False","False","False","False",1
"358",2,"True","True","free","False","True","True","False","False","True","True","False","False","False","False","False","False","False",0
"359",2,"True","True","free","True","True","False","True","False","True","True","False","False","False","False","False","False","False",1
"360",1,"False","True","free","True","True","False","True","False","False","False","False","False","False","False","False","False","False",1
"361",2,"False","True","False","False","True","False","True","False","False","False","False","False","False","False","False","False","False",1
"362",1,"True","True","False","True","True","False","True","False","False","True","False","True","False","False","False","False","False",1
"363",2,"True","True","free","True","True","True","True","False","True","True","False","True","True","False","False","False","False",1
"364",2,"False","True","False","False","True","False","True","True","True","True","False","False","False","False","False","False","False",0
"365",0,"False","True","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False",1
"366",1,"False","True","False","True","True","False","True","False","False","False","False","False","False","False","False","False","False",1
"367",2,"True","True","False","False","True","False","False","True","True","False","True","True","False","False","False","False","False",0
"368",0,"False","True","free","True","False","False","False","False","False","True","True","True","False","False","False","False","False",1
"369",2,"True","True","False","True","True","False","True","False","False","True","False","False","False","False","False","False","False",1
"370",1,"False","True","False","False","True","False","False","False","True","False","False","False","False","False","False","False","False",0
"371",1,"True","True","False","False","True","False","True","False","True","False","False","False","False","False","False","False","False",1
"372",1,"False","True","False","True","True","False","False","False","False","True","False","False","False","False","False","True","False",1
"373",2,"False","True","free","False","False","False","False","False","True","True","True","False","False","False","True","False","False",1
"374",2,"True","True","False","True","True","True","True","True","True","True","False","False","False","False","False","False","False",1
"375",1,"True","True","False","False","True","False","True","False","True","False","False","False","False","False","False","False","False",1
"376",1,"True","True","False","False","True","False","True","False","False","True","False","False","False","False","False","False","False",1
"377",2,"True","True","False","False","True","False","False","False","True","False","False","False","False","False","False","False","False",1
"378",1,"True","True","False","True","True","False","True","False","False","False","False","False","False","False","False","False","False",1
"379",1,"False","True","False","True","False","False","True","False","False","False","False","False","False","False","False","False","False",1
"380",0,"True","True","False","False","False","False","False","False","False","False","True","False","True","False","False","False","False",1
"381",2,"False","True","False","False","True","False","True","False","True","False","False","False","False","False","False","False","False",1
"382",1,"True","True","False","True","True","False","True","False","False","False","False","False","False","False","False","False","False",1
"383",1,"True","True","False","True","True","False","True","False","False","True","False","False","False","False","False","False","False",1
"384",1,"False","True","False","True","True","False","True","False","False","False","False","False","False","False","False","False","False",1
"385",0,"False","True","False","True","False","False","False","False","True","True","False","False","False","False","False","False","False",1
"386",2,"True","True","free","True","True","True","True","True","True","True","False","True","False","False","False","False","False",1
"387",1,"False","True","paid","True","True","False","True","False","True","False","False","False","False","False","False","False","False",1
"388",1,"True","True","False","True","True","True","True","False","True","False","False","False","False","False","False","False","False",1
"389",1,"True","True","False","True","True","False","True","False","False","True","False","False","False","False","False","False","False",1
"390",2,"False","False","False","False","True","False","False","True","True","True","False","True","False","False","False","False","False",1
"391",1,"False","True","False","True","True","True","True","False","True","True","False","False","False","False","True","False","False",1
"392",1,"False","True","False","True","True","False","True","False","True","False","False","False","False","False","False","False","False",1
"393",2,"False","True","free","False","True","False","True","True","True","True","False","True","False","True","False","False","False",0
"394",1,"False","True","False","True","True","False","True","False","False","False","False","False","False","False","False","False","False",1
"395",1,"True","True","free","True","True","False","False","False","True","True","False","False","False","False","False","False","False",0
"396",1,"False","True","free","True","False","False","False","True","True","True","False","False","False","False","False","False","False",0
"397",1,"False","True","False","False","True","False","True","False","True","False","False","False","False","False","False","False","False",1
"398",1,"True","True","free","False","True","False","True","False","True","False","False","False","False","False","False","False","False",1
"399",2,"False","True","False","True","True","False","True","False","False","False","False","False","False","False","False","False","False",1
"400",1,"False","True","False","True","True","False","False","False","True","False","False","False","False","False","False","False","False",1
"401",1,"False","True","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False",1
"402",2,"True","True","False","True","True","False","True","False","True","True","False","True","False","True","True","False","False",1
"403",2,"True","True","False","True","True","True","True","True","True","True","True","True","False","False","False","False","False",1
"404",1,"False","True","False","True","True","False","False","False","True","False","False","False","False","False","False","False","False",1
"405",2,"False","True","False","True","True","False","True","False","True","False","False","False","False","False","False","False","False",0
"406",2,"True","True","free","True","True","False","True","True","True","True","True","True","False","False","False","False","False",1
"407",1,"True","True","False","False","True","False","True","False","False","False","False","False","False","False","False","False","False",1
"408",2,"True","True","free","True","True","False","True","True","True","True","False","False","False","False","False","False","False",0
"409",1,"True","True","False","True","True","False","True","False","True","False","False","False","False","False","False","False","False",1
"410",1,"False","True","False","True","True","False","False","False","True","True","False","False","False","False","False","False","False",0
"411",2,"True","True","free","True","True","False","False","True","True","True","False","True","False","False","False","False","False",0
"412",0,"True","True","False","False","False","True","False","False","False","True","True","False","True","False","False","False","False",0
"413",2,"True","True","free","True","True","False","True","False","True","False","False","False","False","True","False","False","False",1
"414",2,"True","True","free","True","True","False","True","False","True","True","True","True","False","False","False","False","False",1
