"BusinessAcceptsCreditCards","BusinessParking","RestaurantsPriceRange2","BikeParking","RestaurantsTakeOut","WiFi","RestaurantsDelivery","GoodForKids","OutdoorSeating","ByAppointmentOnly","HasTV","RestaurantsReservations","Ambience","RestaurantsGoodForGroups","Alcohol","Caters","RestaurantsAttire","NoiseLevel","WheelchairAccessible","GoodForMeal","RestaurantsTableService","DogsAllowed","BusinessAcceptsBitcoin","HappyHour","DriveThru","Music","AcceptsInsurance","CoatCheck","BestNights","Smoking","GoodForDancing","BYOB","Corkage","HairSpecializesIn","BYOBCorkage","AgesAllowed","Open24Hours","DietaryRestrictions","RestaurantsCounterService","business_id","name","address","city","state","postal_code","latitude","longitude","stars","is_open","categories"
"True","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","1","False","True","u'no'","True","True","False","False","True","False","{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}","True","u'none'","False","u'casual'","u'quiet'","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","6TsD0B97DvlgZCalXuRZDA","Ho King","18041 Highwoods Preserve Pkwy","Tampa","FL","33647","28.1321486833","-82.3657875199","3.0","1","Chinese, Restaurants"
"True","False","1","False","True","False","True","False","False","False","True","False","False","False","'none'","False","'casual'","'very_loud'","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","O_Pnq77cn8PgTdq1ecd4nA","Hong Kong","4935 Gulfport Blvd S","Gulfport","FL","33707","27.7493345417","-82.7007149","3.0","1","Chinese, Restaurants"
"True","{'garage': None, 'street': True, 'validated': None, 'lot': None, 'valet': False}","0","False","True","u'free'","True","False","False","False","True","False","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}","False","u'none'","False","False","u'quiet'","True","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","dovCDmzbIMJRZDXCtt6L_w","Han Way","1135 Missouri Ave N","Largo","FL","33770","27.9266636","-82.789154","4.0","0","Food, Noodles, Restaurants, Asian Fusion, Thai, Chinese, Poke"
"True","False","1","False","True","'no'","True","True","False","False","False","False","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}","False","False","False","'casual'","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","JgiLG2kIDjBZfERKxcsJSA","Wong Lee's Chinese Cuisine","1110 Pinellas Bayway S","Tierra Verde","FL","33715","27.675727","-82.726454","3.5","1","Chinese, Restaurants"
"True","{'garage': False, 'street': False, 'validated': False, 'lot': None, 'valet': False}","1","False","True","u'no'","True","True","False","False","True","False","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","False","u'none'","False","u'casual'","u'quiet'","False","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","EmMTdZFkqQRbUL87Tl0Pfg","China Star","6158 N US Hwy 41","Apollo Beach","FL","33572","27.7666536009","-82.3953308888","4.0","1","Restaurants, Chinese"
"True","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","0","False","True","u'free'","True","False","True","False","True","True","False","False","u'beer_and_wine'","True","u'casual'","False","False","False","True","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","c9KXvNm7dvtnf10M9Vxfaw","E.B.I. Sushi","7900 4th St N","St. Petersburg","FL","33702","27.8449531","-82.6391229","4.5","1","Soup, Japanese, Chinese, Sushi Bars, Dim Sum, Asian Fusion, Restaurants"
"True","False","0","True","True","u'no'","True","False","False","False","False","False","False","False","u'none'","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","QhFHEsM0vXQVSqjT9-1Ybw","General 1","727 W Lumsden Rd","Brandon","FL","33511","27.9219779","-82.2958557","3.0","1","Restaurants, Chinese"
"True","{u'valet': False, u'garage': False, u'street': None, u'lot': False, u'validated': False}","1","False","True","False","True","False","False","False","False","False","False","False","False","False","False","u'average'","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","gytqFU8j-b6dpNcLEwMDYQ","Sweet Buns Bakery","2788 E Fowler Ave","Tampa","FL","33612","28.0554909","-82.4274108","4.5","1","Custom Cakes, Restaurants, Chinese, Food, Bakeries"
"True","{'garage': True, 'street': False, 'validated': True, 'lot': False, 'valet': False}","1","False","True","'no'","True","True","None","False","True","True","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","False","'none'","False","'casual'","'average'","False","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","kAj3Xc17a3gnnJcrX-U3tg","Shang Hai Take Out","3337 S W Shore Blvd","Tampa","FL","33629","27.9143756","-82.5270909","4.0","1","Food, Food Delivery Services, Fast Food, Restaurants, Chinese"
"True","{u'valet': False, u'garage': False, u'street': False, u'lot': True, u'validated': False}","2","False","True","u'free'","False","True","False","False","False","True","{'touristy': False, 'hipster': False, 'romantic': None, 'divey': False, 'intimate': None, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}","True","'beer_and_wine'","True","u'casual'","u'quiet'","False","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}","True","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","xorwIoWJXmA7zjPL2olsJw","Rice N Roll","19243 N Dale Mabry Hwy","Lutz","FL","33548","28.1568862682","-82.4809901551","3.5","1","Thai, Sushi Bars, Chinese, Asian Fusion, Restaurants"
"True","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","1","True","True","'no'","False","True","False","False","True","False","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","False","u'none'","True","u'casual'","u'quiet'","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","V7D7RAd1tswIwNoVpJHo9Q","China Star","16733 Fishhawk Blvd","Lithia","FL","33547","27.856587","-82.204246","3.5","1","Chinese, Restaurants"
"True","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","1","True","True","u'no'","False","True","False","False","False","True","{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}","True","u'beer_and_wine'","False","u'casual'","u'average'","False","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","TFZLHW_OuP0LWomBiP3w_g","China City Restaurant","3049 Commercial Way","Spring Hill","FL","34606","28.476123514","-82.6156350004","4.0","0","Restaurants, Chinese, Noodles, Dim Sum"
"True","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","1","True","True","'no'","True","True","False","False","True","False","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}","True","u'none'","False","u'casual'","False","False","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","NKX81o3-dT9a1YCFD7sivg","China Park","11651 Boyette Rd","Riverview","FL","33569","27.8522826","-82.3045825","3.0","1","Restaurants, Chinese"
"True","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","1","False","True","'no'","False","True","False","False","True","False","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}","False","'none'","False","'casual'","'average'","False","None","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","tachETMuTpXInggw8txUAQ","China Wok","2143 Collier Pkwy, ste O","Land O Lakes","FL","34639","28.188509","-82.438171","2.5","1","Chinese, Asian Fusion, Restaurants"
"True","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","1","True","True","u'no'","True","True","False","False","True","False","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","True","'none'","False","u'casual'","'average'","False","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","Lq1fNQQBMwG4NWRS3UcrFw","China 1","14926 N Dale Mabry Hwy","Tampa","FL","33618","28.085528","-82.50622","3.0","1","Restaurants, Chinese"
"True","False","2","False","True","'free'","True","True","None","False","True","False","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}","True","False","False","'casual'","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","uuEdVSddKBJ5CtStDifE3g","Sakura King","2609 Thonotosassa Rd","Plant City","FL","33563","28.0247764497","-82.1507667928","3.0","1","Chinese, Japanese, Cafes, Sushi Bars, Restaurants"
"True","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","2","True","True","u'free'","False","True","True","False","False","True","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}","True","u'beer_and_wine'","True","u'casual'","u'average'","True","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}","True","False","False","False","True","False","False","False","False","False","False","False","True","False","False","False","False","False","False","HNMN7NhEvA64Z0FDEA2Twg","Liang's Bistro Asian Cuisine","17515 Bruce B Downs Blvd","Tampa","FL","33647","28.127516","-82.367689","4.0","1","Restaurants, Desserts, Food, Pan Asian, Asian Fusion, Cantonese, Thai, Chinese"
"True","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","1","False","True","'free'","True","True","False","False","True","False","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}","True","u'none'","True","u'casual'","'average'","False","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","GTVfnPsrtcLjCS3DxC1_qQ","Panda Express","10250 Bloomingdale Avenue","Riverview","FL","33578","27.8943025","-82.3318546","3.0","1","Fast Food, Restaurants, American (Traditional), Chinese"
"True","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","1","True","True","False","True","True","False","False","True","False","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","False","'none'","False","'casual'","'quiet'","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","s1kyUBjwafpWitejuCc2RA","Wok N Roll","881 W Bay Dr","Largo","FL","33770","27.9157285535","-82.7986783599","2.5","1","Restaurants, Chinese"
"True","{u'valet': False, u'garage': False, u'street': False, u'lot': True, u'validated': False}","1","True","True","u'no'","True","True","False","False","True","False","{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}","True","'none'","False","u'casual'","u'average'","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","ZQjtyEyGEBSqEWo-i9robw","China King","3163 Curlew Rd, Ste 3","Oldsmar","FL","34677","28.0496359","-82.696983","3.5","1","Chinese, Restaurants"
"True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","1","False","True","u'no'","True","True","False","False","True","False","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","False","u'none'","False","'casual'","u'very_loud'","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","v3MF-mMkbLMFQwA3gNEZ7A","China Garden","10391 66th St N","Pinellas Park","FL","33782","27.866234","-82.728318","3.5","1","Restaurants, Chinese, Food"
"True","None","1","False","True","u'no'","False","True","False","False","True","False","None","False","u'none'","False","u'casual'","'quiet'","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","6yEhUI01sA-Cs1hST1J7yg","China Moon","18933 State Rd 54","Lutz","FL","33558","28.1951324","-82.5023147","3.5","1","Restaurants, Chinese"
"True","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","0","False","None","False","True","False","False","False","False","True","{u'divey': None, u'hipster': None, u'casual': None, u'touristy': None, u'trendy': False, u'intimate': False, u'romantic': False, u'classy': False, u'upscale': False}","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","kVjnI2z6bXKJU7JVCJe72A","China Wok","1506 Gulf To Bay Blvd","Clearwater","FL","33755","27.9610107","-82.7748042","4.5","1","Chinese, Seafood, Restaurants"
"True","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","2","False","True","u'no'","False","True","False","False","False","False","{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}","True","u'none'","False","'casual'","u'average'","False","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","oF3QPsczR9ZiXPK89tdJaA","Yummy House","2202 W Waters Ave","Tampa","FL","33604","28.025082","-82.481491","4.0","0","Chinese, Restaurants"
"True","False","1","False","True","'free'","True","True","False","False","True","False","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}","True","u'beer_and_wine'","False","u'casual'","False","False","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","PA09x-yvqQszO49ySccIDw","Dover Food and Grocery","12904 Gore Rd","Dover","FL","33527","28.0256858","-82.244292","4.5","0","Food, Restaurants, Chinese, Grocery"
"True","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","2","False","True","False","False","True","None","False","True","False","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}","True","u'none'","True","'casual'","u'average'","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","WGkzlnlPLurjUs6rYtcxFQ","Taste of China","8476 Sheldon Rd","Tampa","FL","33615","28.0273529","-82.5839056","3.5","1","Restaurants, Chinese"
"True","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","2","True","True","'no'","True","True","False","False","False","True","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","True","'beer_and_wine'","False","u'casual'","u'quiet'","True","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","Y6DlWDqu-c6dACziAf6GPA","Ivory Chinese Bistro","2192 Main St","Dunedin","FL","34698","28.0198391","-82.749349","3.5","0","Chinese, Restaurants, Cantonese"
"True","{'garage': False, 'street': None, 'validated': None, 'lot': True, 'valet': False}","1","True","True","False","False","True","False","False","True","False","{'touristy': None, 'hipster': None, 'romantic': None, 'divey': None, 'intimate': None, 'trendy': None, 'upscale': None, 'classy': None, 'casual': True}","True","'none'","True","'casual'","u'quiet'","False","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","EZ0K94onKkoh856kcrriRg","China 1","1446 Pinehurst Dr","Spring Hill","FL","34606","28.4565418","-82.6268333","4.0","1","Restaurants, Chinese"
"True","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","2","False","True","u'no'","True","True","False","False","True","False","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}","False","'none'","True","'casual'","u'average'","False","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","DyEyqX6AT978ivSW266c-A","Ho Choi Express","2475 N McMullen Booth Rd, Ste A","Clearwater","FL","33759","28.0110154","-82.7106963","3.5","1","Chinese, Restaurants, Party & Event Planning, Caterers, Event Planning & Services, Noodles"
"True","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","1","False","True","u'no'","False","True","False","False","False","False","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': None}","False","u'beer_and_wine'","False","u'casual'","u'average'","False","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","WbI0hy9A41X0rYk3oKqnDw","China Buffet","1245 E Fowler Ave","Tampa","FL","33612","28.0538162","-82.4464434","2.0","1","Restaurants, Chinese"
"True","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","2","False","True","u'no'","True","True","False","False","True","False","{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}","True","u'beer_and_wine'","False","u'casual'","u'average'","False","{'dessert': None, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': False}","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","U_xXDEstWkdhmQR8IWHVCw","Asian Buffet","1742 Bruce B Downs Blvd","Wesley Chapel","FL","33544","28.1827378","-82.3508261","3.0","1","Dim Sum, Buffets, Sushi Bars, Restaurants, Chinese, Seafood"
"True","None","1","False","True","'no'","True","True","False","False","False","False","{u'divey': None, u'hipster': False, u'casual': True, u'touristy': False, u'trendy': False, u'intimate': False, u'romantic': False, u'classy': None, u'upscale': None}","True","u'none'","False","u'casual'","u'quiet'","False","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","HpGD3lLpmrbVablK6QV6Yg","China Wok","7749 Ulmerton Rd","Largo","FL","33771","27.894981","-82.744852","2.5","1","Chinese, Restaurants"
"True","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","0","False","True","u'no'","True","False","False","False","False","True","False","False","u'none'","True","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","yYfUyehcBDSmfg9-f3cjYQ","China Garden","10525 Park Blvd, Ste 104","Seminole","FL","33772","27.8399203","-82.785048","4.0","1","Seafood, Soup, Restaurants, Chinese"
"True","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","1","True","True","u'free'","False","True","False","False","False","True","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","False","u'none'","False","'casual'","u'quiet'","False","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","kSK8854lxpyrfaTEBQowzA","Jin China","10041 E Adamo Dr","Tampa","FL","33619","27.9430052","-82.3365132","2.5","1","Chinese, Restaurants"
"True","{'garage': False, 'street': False, 'validated': False, 'lot': None, 'valet': False}","1","True","True","u'no'","True","False","False","False","True","False","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","False","u'none'","False","u'casual'","u'quiet'","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","HJWduVUHIK8uEhD2wtpYGg","China Crossings","10476 Roosevelt Blvd N","Saint Petersburg","FL","33716","27.8668095","-82.6454007","3.0","1","Restaurants, Chinese"
"True","None","1","True","True","'no'","True","True","False","False","True","False","None","False","'none'","True","u'casual'","u'average'","False","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","JQ_fKRIVMleht3Lp7jQD7A","Takee Outee","3408 E Lake Rd","Palm Harbor","FL","34685","28.060462","-82.706513","3.0","1","Asian Fusion, Restaurants, Chinese"
"True","False","1","False","True","'free'","True","True","False","False","True","False","{u'divey': None, u'hipster': None, u'casual': None, u'touristy': None, u'trendy': None, u'intimate': None, u'romantic': False, u'classy': None, u'upscale': None}","True","u'none'","False","'casual'","False","False","{'dessert': None, 'latenight': None, 'lunch': True, 'dinner': None, 'brunch': False, 'breakfast': None}","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","htxSG3PaXLHeJ6wsaQ3NTQ","813 Chinese Food","2204 James L Redman Pkwy","Plant City","FL","33563","27.990655","-82.120215","3.5","1","Restaurants, Noodles, Chinese, Seafood"
"True","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","2","True","True","u'no'","True","True","False","False","True","False","{u'divey': False, u'hipster': False, u'casual': True, u'touristy': False, u'trendy': None, u'intimate': None, u'romantic': False, u'classy': False, u'upscale': False}","True","'beer_and_wine'","True","u'casual'","u'average'","False","{u'breakfast': False, u'brunch': False, u'lunch': True, u'dinner': True, u'latenight': False, u'dessert': None}","True","False","False","False","False","{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}","False","False","False","False","False","False","False","False","False","False","False","False","False","Fh7pRpok9KtmrXuY78xeug","Hao Wah Chinese Restaurant","1713 S Dale Mabry Hwy","Tampa","FL","33629","27.9276541","-82.5063009","3.5","1","Bars, Chinese, Nightlife, Restaurants, Vietnamese"
"True","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","1","False","False","'free'","True","True","False","False","True","False","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","False","False","False","'casual'","False","False","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","ZVClB0Lh52MMdaVlngFhng","Burger King","8406 N Dale Mabry Hwy","Tampa","FL","33614","28.0258885","-82.5056238","2.5","1","Chinese, Restaurants, Burgers, Fast Food, Hot Dogs"
"True","None","2","False","True","'no'","True","False","False","False","True","False","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}","False","u'none'","False","False","'average'","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","pHyiVqG5KENFrOXWJlflOA","China Wok","1951 N Pinellas Ave","Tarpon Springs","FL","34689","28.172584","-82.7518906","3.0","1","Restaurants, Chinese"
"True","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","2","True","True","u'free'","True","True","False","False","True","True","{'touristy': False, 'hipster': False, 'romantic': None, 'divey': False, 'intimate': None, 'trendy': False, 'upscale': None, 'classy': None, 'casual': True}","True","u'beer_and_wine'","True","u'casual'","u'quiet'","True","{u'breakfast': False, u'brunch': None, u'lunch': True, u'dinner': True, u'latenight': False, u'dessert': None}","True","False","True","True","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","B3tLDhsfgQIQ7T9u3K9-uw","Bay Leaves","4023 W Waters Ave, Ste 16","Tampa","FL","33614","28.0258853","-82.5103999","4.5","1","Indian, Buffets, Food, Wine Bars, Seafood, Restaurants, Nightlife, Specialty Food, Bars, Chinese, Thai"
"True","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","1","False","True","False","True","False","False","False","False","False","False","False","u'none'","False","u'casual'","u'average'","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","fAvMcLEBVllP7HEbO2IjDQ","Tokyo  Express","221 Apollo Beach Blvd","Apollo Beach","FL","33572","27.7710411","-82.3936582","4.5","0","Restaurants, Chinese, Japanese"
"True","{'garage': True, 'street': False, 'validated': True, 'lot': True, 'valet': False}","1","False","True","u'no'","True","True","False","False","False","True","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","False","u'none'","False","u'casual'","u'quiet'","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","X0roUN1nuaVp0JG9o5kSrA","China99","1467 S Belcher Rd","Clearwater","FL","33764","27.9433218978","-82.7455049309","3.0","1","Restaurants, Chinese, Seafood, Soup"
"True","{u'valet': False, u'garage': False, u'street': None, u'lot': True, u'validated': False}","1","True","True","'no'","True","True","True","False","False","False","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}","True","'beer_and_wine'","True","'casual'","u'average'","True","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","DMxgL0TdpR9HCD4P1CdxdQ","Pei Wei Asian Kitchen","12927 N Dale Mabry Hwy","Tampa","FL","33618","28.06436085","-82.502789","3.0","1","Restaurants, Japanese, Chinese, Gluten-Free, Korean, Fast Food, Asian Fusion"
"True","False","0","False","True","False","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","aqbwtK_JFkuoODbISEzYzw","Golden Star Chinese Restaurant","10805 102nd Ave","Seminole","FL","33778","27.8659577","-82.7885077","3.5","1","Chinese, Restaurants"
"False","False","0","False","True","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","8Ap3xRqJCAQGK-BSPQdPJw","Panda Express","3198 Word Way","New Port Richey","FL","34655","28.2047106","-82.6666022","3.0","1","Chinese, Fast Food, Restaurants"
