"business_id","name","address","city","state","postal_code","latitude","longitude","stars","review_count","is_open","attributes.ByAppointmentOnly","attributes.BusinessAcceptsCreditCards","attributes.BikeParking","attributes.RestaurantsPriceRange2","attributes.CoatCheck","attributes.RestaurantsTakeOut","attributes.RestaurantsDelivery","attributes.Caters","attributes.WiFi","attributes.BusinessParking","attributes.WheelchairAccessible","attributes.HappyHour","attributes.OutdoorSeating","attributes.HasTV","attributes.RestaurantsReservations","attributes.DogsAllowed","attributes.Alcohol","attributes.GoodForKids","attributes.RestaurantsAttire","attributes.Ambience","attributes.RestaurantsTableService","attributes.RestaurantsGoodForGroups","attributes.DriveThru","attributes.NoiseLevel","attributes.GoodForMeal","attributes.BusinessAcceptsBitcoin","attributes.Smoking","attributes.Music","attributes.GoodForDancing","attributes.AcceptsInsurance","attributes.BestNights","attributes.BYOB","attributes.Corkage","attributes.BYOBCorkage","attributes.HairSpecializesIn","attributes.Open24Hours","attributes.RestaurantsCounterService","attributes.AgesAllowed","attributes.DietaryRestrictions"
"V7D7RAd1tswIwNoVpJHo9Q","China Star","16733 Fishhawk Blvd","Lithia","FL","33547","27.85659"," -82.20425","3.5","  27","1","False","True","True","1","False","True","False","True","'no'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': False"," 'valet': False}","False","False","False","True","False",NA,"u'none'","True","u'casual'","{'romantic': False"," 'intimate': False"," 'classy': False"," 'hipster': False"," 'divey': False"," 'touristy': False"," 'trendy': False"," 'upscale': False"," 'casual': False}",NA,"False",NA,"u'quiet'",NA,NA,NA
"TFZLHW_OuP0LWomBiP3w_g","China City Restaurant","3049 Commercial Way","Spring Hill","FL","34606","28.47612"," -82.61564","4.0","  28","0","False","True","True","1","False","True","False","False","u'no'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': True"," 'valet': False}","False","False","False","False","True","False","u'beer_and_wine'","True","u'casual'","{'romantic': False"," 'intimate': False"," 'touristy': False"," 'hipster': False"," 'divey': False"," 'classy': False"," 'trendy': False"," 'upscale': False"," 'casual': False}","True","True",NA,"u'average'","{'dessert': False"," 'latenight': False"," 'lunch': False"
"NKX81o3-dT9a1YCFD7sivg","China Park","11651 Boyette Rd","Riverview","FL","33569","27.85228"," -82.30458","3.0","  27","1","False","True","True","1","False","True","True","False","'no'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': False"," 'valet': False}","False","False","False","True","False",NA,"u'none'","True","u'casual'","{'touristy': False"," 'hipster': False"," 'romantic': False"," 'divey': False"," 'intimate': False"," 'trendy': False"," 'upscale': False"," 'classy': False"," 'casual': False}",NA,"True",NA,NA,"{'dessert': False"," 'latenight': False"," 'lunch': False"
"tachETMuTpXInggw8txUAQ","China Wok","2143 Collier Pkwy, ste O","Land O Lakes","FL","34639","28.18851"," -82.43817","2.5","  43","1","False","True","False","1","False","True","False","False","'no'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': False"," 'valet': False}","False","False","False","True","False",NA,"'none'","True","'casual'","{'touristy': False"," 'hipster': False"," 'romantic': False"," 'divey': False"," 'intimate': False"," 'trendy': False"," 'upscale': False"," 'classy': True"," 'casual': True}","False","False",NA,"'average'","None",NA,NA
"Lq1fNQQBMwG4NWRS3UcrFw","China 1","14926 N Dale Mabry Hwy","Tampa","FL","33618","28.08553"," -82.50622","3.0","  31","1","False","True","True","1","False","True","True","False","u'no'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': False"," 'valet': False}","False","False","False","True","False",NA,"'none'","True","u'casual'","{'romantic': False"," 'intimate': False"," 'classy': False"," 'hipster': False"," 'divey': False"," 'touristy': False"," 'trendy': False"," 'upscale': False"," 'casual': False}",NA,"True",NA,"'average'","{'dessert': False"," 'latenight': False"," 'lunch': False"
"uuEdVSddKBJ5CtStDifE3g","Sakura King","2609 Thonotosassa Rd","Plant City","FL","33563","28.02478"," -82.15077","3.0","  22","1","False","True","False","2","False","True","True","False","'free'","False","False","False","None","True","False","False","False","True","'casual'","{'touristy': False"," 'hipster': False"," 'romantic': False"," 'divey': False"," 'intimate': False"," 'trendy': False"," 'upscale': False"," 'classy': False"," 'casual': False}",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HNMN7NhEvA64Z0FDEA2Twg","Liang's Bistro Asian Cuisine","17515 Bruce B Downs Blvd","Tampa","FL","33647","28.12752"," -82.36769","4.0"," 268","1","False","True","True","2","False","True","False","True","u'free'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': True"," 'valet': False}","True","False","True","False","True","False","u'beer_and_wine'","True","u'casual'","{'touristy': False"," 'hipster': False"," 'romantic': False"," 'divey': False"," 'intimate': False"," 'trendy': False"," 'upscale': False"," 'classy': True"," 'casual': True}","True","True","True","u'average'","{'dessert': False"," 'latenight': False"," 'lunch': True"
"GTVfnPsrtcLjCS3DxC1_qQ","Panda Express","10250 Bloomingdale Avenue","Riverview","FL","33578","27.89430"," -82.33185","3.0","  55","1","False","True","False","1","False","True","True","True","'free'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': True"," 'valet': False}","False","False","False","True","False",NA,"u'none'","True","u'casual'","{'romantic': False"," 'intimate': False"," 'classy': False"," 'hipster': False"," 'divey': False"," 'touristy': False"," 'trendy': False"," 'upscale': False"," 'casual': True}",NA,"True","True","'average'","{'dessert': False"," 'latenight': False"," 'lunch': True"
"s1kyUBjwafpWitejuCc2RA","Wok N Roll","881 W Bay Dr","Largo","FL","33770","27.91573"," -82.79868","2.5","  41","1","False","True","True","1","False","True","True","False","False","{'garage': False"," 'street': False"," 'validated': False"," 'lot': False"," 'valet': False}","False","False","False","True","False",NA,"'none'","True","'casual'","{'romantic': False"," 'intimate': False"," 'classy': False"," 'hipster': False"," 'divey': False"," 'touristy': False"," 'trendy': False"," 'upscale': False"," 'casual': False}",NA,"False",NA,"'quiet'",NA,NA,NA
"ZQjtyEyGEBSqEWo-i9robw","China King","3163 Curlew Rd, Ste 3","Oldsmar","FL","34677","28.04964"," -82.69698","3.5","  56","1","False","True","True","1","False","True","True","False","u'no'","{u'valet': False"," u'garage': False"," u'street': False"," u'lot': True"," u'validated': False}","False","False","False","True","False",NA,"'none'","True","u'casual'","{'romantic': False"," 'intimate': False"," 'touristy': False"," 'hipster': False"," 'divey': False"," 'classy': False"," 'trendy': False"," 'upscale': False"," 'casual': False}",NA,"True",NA,"u'average'",NA,NA,NA
"v3MF-mMkbLMFQwA3gNEZ7A","China Garden","10391 66th St N","Pinellas Park","FL","33782","27.86623"," -82.72832","3.5","  38","1","False","True","False","1","False","True","True","False","u'no'","{'garage': False"," 'street': True"," 'validated': False"," 'lot': False"," 'valet': False}","False","False","False","True","False",NA,"u'none'","True","'casual'","{'romantic': False"," 'intimate': False"," 'classy': False"," 'hipster': False"," 'divey': False"," 'touristy': False"," 'trendy': False"," 'upscale': False"," 'casual': False}",NA,"False",NA,"u'very_loud'",NA,NA,NA
"6yEhUI01sA-Cs1hST1J7yg","China Moon","18933 State Rd 54","Lutz","FL","33558","28.19513"," -82.50231","3.5","  53","1","False","True","False","1","False","True","False","False","u'no'","None","False","False","False","True","False","False","u'none'","True","u'casual'","None",NA,"False",NA,"'quiet'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kVjnI2z6bXKJU7JVCJe72A","China Wok","1506 Gulf To Bay Blvd","Clearwater","FL","33755","27.96101"," -82.77480","4.5","  67","1","False","True","False","0","False","None","True","False","False","{'garage': False"," 'street': False"," 'validated': False"," 'lot': True"," 'valet': False}","False","False","False","False","True",NA,NA,NA,NA,"{u'divey': None"," u'hipster': None"," u'casual': None"," u'touristy': None"," u'trendy': False"," u'intimate': False"," u'romantic': False"," u'classy': False"," u'upscale': False}",NA,"False",NA,NA,NA,NA,NA
"oF3QPsczR9ZiXPK89tdJaA","Yummy House","2202 W Waters Ave","Tampa","FL","33604","28.02508"," -82.48149","4.0"," 372","0","False","True","False","2","False","True","False","False","u'no'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': True"," 'valet': False}","False","False","False","False","False",NA,"u'none'","True","'casual'","{'romantic': False"," 'intimate': False"," 'touristy': False"," 'hipster': False"," 'divey': False"," 'classy': False"," 'trendy': False"," 'upscale': False"," 'casual': True}",NA,"True",NA,"u'average'","{'dessert': False"," 'latenight': False"," 'lunch': True"
"PA09x-yvqQszO49ySccIDw","Dover Food and Grocery","12904 Gore Rd","Dover","FL","33527","28.02569"," -82.24429","4.5","   5","0","False","True","False","1","False","True","True","False","'free'","False","False","False","False","True","False","False","u'beer_and_wine'","True","u'casual'","{'touristy': False"," 'hipster': False"," 'romantic': False"," 'divey': False"," 'intimate': False"," 'trendy': False"," 'upscale': False"," 'classy': False"," 'casual': False}",NA,"True",NA,NA,"{'dessert': False"," 'latenight': False"," 'lunch': False"," 'dinner': False"," 'brunch': False"," 'breakfast': False}",NA
"WGkzlnlPLurjUs6rYtcxFQ","Taste of China","8476 Sheldon Rd","Tampa","FL","33615","28.02735"," -82.58391","3.5","  18","1","False","True","False","2","False","True","False","True","False","{'garage': False"," 'street': False"," 'validated': False"," 'lot': False"," 'valet': False}","False","False","None","True","False",NA,"u'none'","True","'casual'","{'touristy': False"," 'hipster': False"," 'romantic': False"," 'divey': False"," 'intimate': False"," 'trendy': False"," 'upscale': False"," 'classy': False"," 'casual': False}",NA,"True",NA,"u'average'",NA,NA,NA
"Y6DlWDqu-c6dACziAf6GPA","Ivory Chinese Bistro","2192 Main St","Dunedin","FL","34698","28.01984"," -82.74935","3.5","  57","0","False","True","True","2","False","True","True","False","'no'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': True"," 'valet': False}","True","False","False","False","True",NA,"'beer_and_wine'","True","u'casual'","{'romantic': False"," 'intimate': False"," 'classy': False"," 'hipster': False"," 'divey': False"," 'touristy': False"," 'trendy': False"," 'upscale': False"," 'casual': False}","True","True",NA,"u'quiet'","{'dessert': False"," 'latenight': False"," 'lunch': True"
"EZ0K94onKkoh856kcrriRg","China 1","1446 Pinehurst Dr","Spring Hill","FL","34606","28.45654"," -82.62683","4.0","  17","1","False","True","True","1","False","True","False","True","False","{'garage': False"," 'street': None"," 'validated': None"," 'lot': True"," 'valet': False}","False","False","False","True","False",NA,"'none'","True","'casual'","{'touristy': None"," 'hipster': None"," 'romantic': None"," 'divey': None"," 'intimate': None"," 'trendy': None"," 'upscale': None"," 'classy': None"," 'casual': True}","True","True",NA,"u'quiet'","{'dessert': False"," 'latenight': False"," 'lunch': False"
"DyEyqX6AT978ivSW266c-A","Ho Choi Express","2475 N McMullen Booth Rd, Ste A","Clearwater","FL","33759","28.01102"," -82.71070","3.5","  63","1","False","True","False","2","False","True","True","True","u'no'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': False"," 'valet': False}","False","False","False","True","False",NA,"'none'","True","'casual'","{'touristy': False"," 'hipster': False"," 'romantic': False"," 'divey': False"," 'intimate': False"," 'trendy': False"," 'upscale': False"," 'classy': False"," 'casual': False}","False","False",NA,"u'average'","{'dessert': False"," 'latenight': False"," 'lunch': False"
"WbI0hy9A41X0rYk3oKqnDw","China Buffet","1245 E Fowler Ave","Tampa","FL","33612","28.05382"," -82.44644","2.0","  77","1","False","True","False","1","False","True","False","False","u'no'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': True"," 'valet': False}","False","False","False","False","False","False","u'beer_and_wine'","True","u'casual'","{'touristy': False"," 'hipster': False"," 'romantic': False"," 'divey': None"," 'intimate': False"," 'trendy': False"," 'upscale': False"," 'classy': False"," 'casual': None}",NA,"False",NA,"u'average'","{'dessert': False"," 'latenight': False"," 'lunch': True"
"U_xXDEstWkdhmQR8IWHVCw","Asian Buffet","1742 Bruce B Downs Blvd","Wesley Chapel","FL","33544","28.18274"," -82.35083","3.0"," 190","1","False","True","False","2","False","True","True","False","u'no'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': True"," 'valet': False}","False","False","False","True","False","False","u'beer_and_wine'","True","u'casual'","{'romantic': False"," 'intimate': False"," 'touristy': False"," 'hipster': False"," 'divey': False"," 'classy': False"," 'trendy': False"," 'upscale': False"," 'casual': True}","True","True",NA,"u'average'","{'dessert': None"," 'latenight': False"," 'lunch': True"
"HpGD3lLpmrbVablK6QV6Yg","China Wok","7749 Ulmerton Rd","Largo","FL","33771","27.89498"," -82.74485","2.5","  42","1","False","True","False","1","False","True","True","False","'no'","None","False","False","False","False","False","False","u'none'","True","u'casual'","{u'divey': None"," u'hipster': False"," u'casual': True"," u'touristy': False"," u'trendy': False"," u'intimate': False"," u'romantic': False"," u'classy': None"," u'upscale': None}",NA,"True",NA,"u'quiet'","{'dessert': False"," 'latenight': False"," 'lunch': True"," 'dinner': False"," 'brunch': False"," 'breakfast': False}",NA
"yYfUyehcBDSmfg9-f3cjYQ","China Garden","10525 Park Blvd, Ste 104","Seminole","FL","33772","27.83992"," -82.78505","4.0","  23","1","False","True","False","0","False","True","True","True","u'no'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': True"," 'valet': False}","True","False","False","False","True",NA,"u'none'",NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False","False",NA,NA
"kSK8854lxpyrfaTEBQowzA","Jin China","10041 E Adamo Dr","Tampa","FL","33619","27.94301"," -82.33651","2.5","  21","1","False","True","True","1","False","True","False","False","u'free'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': False"," 'valet': False}","False","False","False","False","True","False","u'none'","True","'casual'","{'romantic': False"," 'intimate': False"," 'classy': False"," 'hipster': False"," 'divey': False"," 'touristy': False"," 'trendy': False"," 'upscale': False"," 'casual': False}","False","False",NA,"u'quiet'","{'dessert': False"," 'latenight': False"," 'lunch': False"
"HJWduVUHIK8uEhD2wtpYGg","China Crossings","10476 Roosevelt Blvd N","Saint Petersburg","FL","33716","27.86681"," -82.64540","3.0","  33","1","False","True","True","1","False","True","True","False","u'no'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': None"," 'valet': False}","False","False","False","True","False",NA,"u'none'","False","u'casual'","{'romantic': False"," 'intimate': False"," 'classy': False"," 'hipster': False"," 'divey': False"," 'touristy': False"," 'trendy': False"," 'upscale': False"," 'casual': False}",NA,"False",NA,"u'quiet'",NA,NA,NA
"JQ_fKRIVMleht3Lp7jQD7A","Takee Outee","3408 E Lake Rd","Palm Harbor","FL","34685","28.06046"," -82.70651","3.0","  59","1","False","True","True","1","False","True","True","True","'no'","None","False","False","False","True","False","False","'none'","True","u'casual'","None",NA,"False",NA,"u'average'","{'dessert': False"," 'latenight': False"," 'lunch': True"," 'dinner': False"," 'brunch': False"," 'breakfast': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA
"htxSG3PaXLHeJ6wsaQ3NTQ","813 Chinese Food","2204 James L Redman Pkwy","Plant City","FL","33563","27.99066"," -82.12022","3.5","  35","1","False","True","False","1","False","True","True","False","'free'","False","False","False","False","True","False","False","u'none'","True","'casual'","{u'divey': None"," u'hipster': None"," u'casual': None"," u'touristy': None"," u'trendy': None"," u'intimate': None"," u'romantic': False"," u'classy': None"," u'upscale': None}",NA,"True",NA,NA,"{'dessert': None"," 'latenight': None"," 'lunch': True"," 'dinner': None"," 'brunch': False"," 'breakfast': None}",NA
"Fh7pRpok9KtmrXuY78xeug","Hao Wah Chinese Restaurant","1713 S Dale Mabry Hwy","Tampa","FL","33629","27.92765"," -82.50630","3.5"," 186","1","False","True","True","2","False","True","True","True","u'no'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': True"," 'valet': False}","False","False","False","True","False",NA,"'beer_and_wine'","True","u'casual'","{u'divey': False"," u'hipster': False"," u'casual': True"," u'touristy': False"," u'trendy': None"," u'intimate': None"," u'romantic': False"," u'classy': False"," u'upscale': False}","True","True",NA,"u'average'","{u'breakfast': False"," u'brunch': False"," u'lunch': True"
"ZVClB0Lh52MMdaVlngFhng","Burger King","8406 N Dale Mabry Hwy","Tampa","FL","33614","28.02589"," -82.50562","2.5","  15","1","False","True","False","1","False","False","True","False","'free'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': False"," 'valet': False}","False","False","False","True","False",NA,NA,"True","'casual'","{'romantic': False"," 'intimate': False"," 'classy': False"," 'hipster': False"," 'divey': False"," 'touristy': False"," 'trendy': False"," 'upscale': False"," 'casual': False}",NA,"False","True",NA,"{'dessert': False"," 'latenight': False"," 'lunch': False"
"pHyiVqG5KENFrOXWJlflOA","China Wok","1951 N Pinellas Ave","Tarpon Springs","FL","34689","28.17258"," -82.75189","3.0","  15","1","False","True","False","2","False","True","True","False","'no'","None","False","False","False","True","False","False","u'none'","False","False","{'touristy': False"," 'hipster': False"," 'romantic': False"," 'divey': False"," 'intimate': False"," 'trendy': False"," 'upscale': False"," 'classy': False"," 'casual': False}",NA,"False",NA,"'average'",NA,NA,NA,NA,NA,NA,NA
"B3tLDhsfgQIQ7T9u3K9-uw","Bay Leaves","4023 W Waters Ave, Ste 16","Tampa","FL","33614","28.02589"," -82.51040","4.5"," 177","1","False","True","True","2","False","True","True","True","u'free'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': True"," 'valet': False}","True","True","False","True","True","False","u'beer_and_wine'","True","u'casual'","{'touristy': False"," 'hipster': False"," 'romantic': None"," 'divey': False"," 'intimate': None"," 'trendy': False"," 'upscale': None"," 'classy': None"," 'casual': True}","True","True",NA,"u'quiet'","{u'breakfast': False"," u'brunch': None"," u'lunch': True"
"fAvMcLEBVllP7HEbO2IjDQ","Tokyo  Express","221 Apollo Beach Blvd","Apollo Beach","FL","33572","27.77104"," -82.39366","4.5","   5","0","False","True","False","1","False","True","True","False","False","{'garage': False"," 'street': False"," 'validated': False"," 'lot': False"," 'valet': False}","False","False","False","False","False",NA,"u'none'","False","u'casual'",NA,NA,"False",NA,"u'average'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X0roUN1nuaVp0JG9o5kSrA","China99","1467 S Belcher Rd","Clearwater","FL","33764","27.94332"," -82.74550","3.0","  34","1","False","True","False","1","False","True","True","False","u'no'","{'garage': True"," 'street': False"," 'validated': True"," 'lot': True"," 'valet': False}","True","False","False","False","True","False","u'none'","True","u'casual'","{'romantic': False"," 'intimate': False"," 'classy': False"," 'hipster': False"," 'divey': True"," 'touristy': False"," 'trendy': False"," 'upscale': False"," 'casual': False}","False","False",NA,"u'quiet'",NA,NA,NA
"DMxgL0TdpR9HCD4P1CdxdQ","Pei Wei Asian Kitchen","12927 N Dale Mabry Hwy","Tampa","FL","33618","28.06436"," -82.50279","3.0"," 144","1","False","True","True","1","False","True","True","True","'no'","{u'valet': False"," u'garage': False"," u'street': None"," u'lot': True"," u'validated': False}","True","False","True","False","False",NA,"'beer_and_wine'","True","'casual'","{'romantic': False"," 'intimate': False"," 'classy': False"," 'hipster': False"," 'divey': False"," 'touristy': False"," 'trendy': False"," 'upscale': False"," 'casual': True}","True","True",NA,"u'average'","{'dessert': False"," 'latenight': False"," 'lunch': True"
"aqbwtK_JFkuoODbISEzYzw","Golden Star Chinese Restaurant","10805 102nd Ave","Seminole","FL","33778","27.86596"," -82.78851","3.5","  24","1","False","True","False","0","False","True","True","False","False","False","False","False","False","False","False","False","False","True","False",NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8Ap3xRqJCAQGK-BSPQdPJw","Panda Express","3198 Word Way","New Port Richey","FL","34655","28.20471"," -82.66660","3.0","  14","1","False","False","False","0","False","True","True","True","False","False","False","False","False","False","False","False","False","False","False",NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"QV3Xa_GBeMdm7rOS4EaxVQ","Ming Gardens Restaurant","2601 N Tampa St","Tampa","FL","33602","27.96714"," -82.46064","4.0","  41","1","False","True","True","1","False","True","True","False","'no'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': True"," 'valet': False}","False","False","False","True","False",NA,"u'none'","True","u'casual'","{u'divey': None"," u'hipster': False"," u'casual': None"," u'touristy': None"," u'trendy': None"," u'intimate': None"," u'romantic': False"," u'classy': None"," u'upscale': False}",NA,"False",NA,"'average'","{'dessert': False"," 'latenight': False"," 'lunch': True"
"bRX2OsBVOIZs1looqxO9zg","Wong Fu","3680 W Waters Ave","Tampa","FL","33614","28.02492"," -82.50323","3.0","  16","1","False","True","False","2","False","True","True","True","u'no'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': False"," 'valet': False}","False","False","False","True","False",NA,"'none'","True","u'casual'","{'romantic': False"," 'intimate': False"," 'classy': False"," 'hipster': False"," 'divey': False"," 'touristy': False"," 'trendy': False"," 'upscale': False"," 'casual': False}",NA,"False",NA,"u'average'","{'dessert': False"," 'latenight': False"," 'lunch': False"
"2jRrqwGjgHgJ9rn0Ptaxuw","Fuzion Spice","13709 N Dale Mabry Hwy","Tampa","FL","33618","28.07054"," -82.50572","5.0","  80","1","False","True","False","0","False","True","True","True","u'no'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': True"," 'valet': False}","True","False","False","False","None","False","u'none'",NA,NA,NA,"False",NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,"False",NA,NA,NA
"xzAmQKf03WadV1rUKx2ekQ","Spring Garden Chinese","850 49th St N","St. Petersburg","FL","33710","27.78014"," -82.70078","2.5","  16","1","False","True","True","1","False","True","True","False","False","{'garage': False"," 'street': False"," 'validated': False"," 'lot': False"," 'valet': False}","False","False","False","True","False",NA,"u'none'","True","u'casual'","{'romantic': False"," 'intimate': False"," 'touristy': False"," 'hipster': False"," 'divey': False"," 'classy': False"," 'trendy': False"," 'upscale': False"," 'casual': False}",NA,"False",NA,"u'quiet'",NA,NA,NA
"EWLNDXwRylxgV9HtqNmOjA","Pei Wei","1816 N Westshore Blvd","Tampa","FL","33607","27.95831"," -82.52460","3.5"," 102","1","False","True","True","1","False","True","True","True","'no'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': True"," 'valet': False}","False","False","False","True","False",NA,"'beer_and_wine'","True","'casual'","{'touristy': False"," 'hipster': None"," 'romantic': False"," 'divey': False"," 'intimate': False"," 'trendy': False"," 'upscale': False"," 'classy': False"," 'casual': True}","False","True",NA,"'average'","{'dessert': False"," 'latenight': False"," 'lunch': True"
"t-lGvAj11dluTKHETKQk9g","New China King","10940 Cross Creek Blvd","Tampa","FL","33647","28.14547"," -82.28276","4.0","  17","1","False","True","False","2","False","True","False","False","'no'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': False"," 'valet': False}","False","False","False","True","False",NA,"'none'","True","'casual'","{'romantic': False"," 'intimate': False"," 'classy': False"," 'hipster': False"," 'divey': False"," 'touristy': False"," 'trendy': False"," 'upscale': False"," 'casual': False}","False","False",NA,"'average'","{'dessert': False"," 'latenight': False"," 'lunch': False"
"glWmYXhoD1HOJiAKp-4avA","China 1","2774 E Fowler Ave","Tampa","FL","33612","28.05564"," -82.42749","3.5","  18","1","False","True","True","1","False","True","True","True","False","{'garage': False"," 'street': False"," 'validated': False"," 'lot': True"," 'valet': False}","False","False","False","True","False",NA,"u'none'","True","'casual'","{'romantic': False"," 'intimate': False"," 'classy': False"," 'hipster': False"," 'divey': False"," 'touristy': False"," 'trendy': False"," 'upscale': False"," 'casual': False}",NA,"False",NA,"u'quiet'","{'dessert': False"," 'latenight': False"," 'lunch': True"
"sVCTg6MT1Px6CAoYp2KtuQ","Panda Express","11167 Park Blvd, Ste A","Seminole","FL","33772","27.84138"," -82.79422","2.5","  26","1","False","True","False","1","False","True","True","True","False","{'garage': False"," 'street': False"," 'validated': False"," 'lot': False"," 'valet': False}","False","False","False","False","False",NA,NA,"True","'casual'","{'touristy': False"," 'hipster': False"," 'romantic': False"," 'divey': False"," 'intimate': False"," 'trendy': False"," 'upscale': False"," 'classy': False"," 'casual': False}",NA,"True","False",NA,NA,NA,NA
"WrEN7jL7PUNbvWJumENpew","Asian Palace","5223 Orient Rd","Tampa","FL","33610","27.99168"," -82.37239","2.0","   5","1","False","False","False","0","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LWstcv6F48ouIEW8RGUDjw","Red Bowl","1441 E Fletcher Ave, Ste 115","Tampa","FL","33612","28.06890"," -82.44318","4.5"," 139","1","False","True","False","2","False","True","True","True","u'free'","{'garage': False"," 'street': True"," 'validated': False"," 'lot': True"," 'valet': False}","True","False","False","False","True","False","u'none'","True","'casual'","{u'divey': False"," u'hipster': False"," u'casual': True"," u'touristy': False"," u'trendy': None"," u'intimate': None"," u'romantic': None"," u'classy': None"," u'upscale': False}","True","True",NA,"'average'","{'dessert': None"," 'latenight': None"," 'lunch': True"
"43IWk8WZ8ZzwlunUXCSGvw","bd's Mongolian Grill","3153 Curlew Rd","Oldsmar","FL","34677","28.04905"," -82.69576","3.5","  57","0","False","True","True","2","False","True","False","False","u'free'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': True"," 'valet': False}","False","True","True","True","True",NA,"u'full_bar'","True","u'casual'","{'romantic': False"," 'intimate': False"," 'touristy': False"," 'hipster': False"," 'divey': False"," 'classy': False"," 'trendy': False"," 'upscale': False"," 'casual': True}",NA,"True",NA,"u'average'",NA,"False",NA
"vwOFXMmXwKsENLhAmhZW8Q","China 1","1285 S Missouri Ave","Clearwater","FL","33756","27.95193"," -82.78700","2.0","  10","1","False","True","False","1","False","True","True","False","u'no'","False","False","False","False","False","False","False","False","True","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ObL38c-q8O9Fe-JErYG6Xw","China One","19024 Bruce B Downs Blvd","Tampa","FL","33647","28.14470"," -82.35499","2.0","  12","1","False","True","False","0","False","True","False","False","False","None","False","False","False","False","False","False","False","False","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"jFNV1-3uStfeNOkEYv49DQ","China Wok","4058 Fiesta Plz, Ste 104","Tampa","FL","33607","27.97549"," -82.48551","3.5","  13","1","False","True","True","1","False","True","False","False","u'free'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': False"," 'valet': False}","False","False","False","True","True",NA,"u'none'","True","'casual'","{'romantic': False"," 'intimate': False"," 'classy': False"," 'hipster': False"," 'divey': False"," 'touristy': False"," 'trendy': False"," 'upscale': False"," 'casual': False}",NA,"False",NA,"'quiet'",NA,NA,NA
"hV-bABTK-glh5wj31ps_Jw","Wok Out Restaurant","1444 S Belcher Rd, Ste B","Clearwater","FL","33764","27.94369"," -82.74628","3.5","  59","1","False","True","False","1","False","True","True","False","u'no'","{'garage': False"," 'street': False"," 'validated': False"," 'lot': True"," 'valet': False}","False","False","False","True","False",NA,"u'none'","True","u'casual'","{'romantic': False"," 'intimate': False"," 'classy': False"," 'hipster': False"," 'divey': False"," 'touristy': False"," 'trendy': False"," 'upscale': False"," 'casual': True}",NA,"False",NA,"u'average'","{'dessert': False"," 'latenight': False"," 'lunch': True"
"f7sFHRZ5AJVpDtTmZMbMoQ","China Gardens","5715 N Nebraska Ave","Tampa","FL","33604","27.99935"," -82.45079","4.0","  39","1","False","True","True","1","False","True","True","False","u'no'","{'garage': True"," 'street': False"," 'validated': True"," 'lot': False"," 'valet': False}","True","True","False","True","True","False","u'none'","False","u'casual'","{'touristy': None"," 'hipster': None"," 'romantic': None"," 'divey': None"," 'intimate': None"," 'trendy': None"," 'upscale': None"," 'classy': None"," 'casual': True}","False","False",NA,"u'average'","{'dessert': False"," 'latenight': False"," 'lunch': False"
